Service numérique,Consommation énergétique (kWh),Nombre d'utilisateurs,Type d'énergie utilisée,Pays,Émission de CO2 (kg),Catégorie d'empreinte carbone
Webinaire,0.041097963166344904,0.9816309590270993,Renouvelable,France,51.15713045988818,faible
E-commerce,0.14798659351171445,0.30228664123296045,Non-renouvelable,UK,392.1494223811699,faible
Cloud computing,0.9872022345253451,0.07715149995808404,Non-renouvelable,Allemagne,2466.909554323146,élevée
Cloud computing,0.965666975982304,0.0891591658543146,Renouvelable,France,965.4675094716852,élevée
Streaming vidéo,0.004424500317788941,0.9996719096127066,Renouvelable,Canada,14.890581125065522,faible
Stockage de fichiers,0.952345322545407,0.19836280484311267,Non-renouvelable,Allemagne,2380.7341689225163,élevée
Cloud computing,0.6393070507508248,0.05925047027294023,Renouvelable,UK,642.7287384373453,moyenne
Réseaux sociaux,0.868358887951493,0.6409627683752227,Non-renouvelable,Allemagne,2173.097778937055,élevée
Applications de messagerie,0.4547226980692375,0.9386097049216975,Renouvelable,France,460.19245707752054,faible
Recherche sur internet,0.5156462921846664,0.6353946804727315,Non-renouvelable,USA,1301.1001707336443,élevée
Webinaire,0.4888672087568661,0.1483270104231019,Renouvelable,USA,493.95811445435106,moyenne
Stockage de fichiers,0.6670821077823075,0.46306942629817344,Non-renouvelable,UK,1675.4890374266083,élevée
Streaming audio,0.1392850176964061,0.44579844273666785,Non-renouvelable,UK,370.63685552187445,faible
Réseaux sociaux,0.029485843422095016,0.8618729417705904,Non-renouvelable,USA,99.18463493487793,faible
Éducation en ligne,0.3077501366614976,0.3783004797316735,Renouvelable,UK,314.85064217527906,faible
Jeux en ligne,0.7049405090189416,0.6916139333071852,Renouvelable,Allemagne,707.6339551092802,moyenne
Cloud computing,0.20155612746292495,0.3081651283744106,Non-renouvelable,Canada,524.5872940042972,moyenne
Streaming audio,0.6736575602936947,0.8357429146448331,Non-renouvelable,Canada,1691.7452724791704,élevée
Cloud computing,0.9704656360966211,0.6546179224600989,Renouvelable,Allemagne,970.2129256461978,élevée
E-commerce,0.09348379274783182,0.014348124406567516,Renouvelable,Canada,102.9617086315242,faible
Réseaux sociaux,0.6728263253066873,0.5664263417982127,Renouvelable,France,675.876097042875,moyenne
E-commerce,0.44372088657178244,0.7241411198778345,Renouvelable,Allemagne,449.31271711152544,faible
Streaming vidéo,0.8685830959290091,0.3834992649126831,Renouvelable,UK,869.4608318337304,moyenne
E-commerce,0.17682509616128572,0.8027087158457805,Renouvelable,Allemagne,185.37829155291206,faible
Streaming vidéo,0.6928723432580408,0.9509189244827198,Non-renouvelable,USA,1739.249231759757,élevée
Éducation en ligne,0.8385228650082522,0.5535409537016617,Renouvelable,UK,839.7341367516292,moyenne
Streaming vidéo,0.9451397825765605,0.5534669725358994,Non-renouvelable,USA,2362.9201931982075,élevée
Streaming audio,0.6834840297328622,0.716692945393255,Renouvelable,UK,686.4155480067494,moyenne
Cloud computing,0.4972046191137551,0.6088605714361532,Renouvelable,Canada,502.203016368343,moyenne
Jeux en ligne,0.6180107855986272,0.050986090535657815,Non-renouvelable,Allemagne,1554.1719194980042,élevée
Webinaire,0.8693466710415554,0.8227401216547897,Non-renouvelable,France,2175.5398365848278,élevée
E-commerce,0.5707209586913827,0.0693891065547916,Renouvelable,UK,574.9036491724414,moyenne
Webinaire,0.02989977132006913,0.8959601659670956,Non-renouvelable,UK,100.20797274967123,faible
Réseaux sociaux,0.9314591188862883,0.20451148406821623,Non-renouvelable,USA,2329.09802137977,élevée
Streaming vidéo,0.6897697085289148,0.3476694626052347,Non-renouvelable,Canada,1731.5787088031138,élevée
Cloud computing,0.67674192606318,0.6198503931958235,Non-renouvelable,USA,1699.370629798685,élevée
Recherche sur internet,0.21539314048510022,0.5316069453035931,Renouvelable,USA,223.51840087374,faible
Stockage de fichiers,0.6590944809518463,0.7347817424936759,Non-renouvelable,Canada,1655.7415388258266,élevée
Streaming audio,0.39377980556291103,0.41558256448875897,Renouvelable,France,399.9257615976169,faible
Jeux en ligne,0.6514335097375049,0.8322559491009579,Renouvelable,USA,654.7206472710773,moyenne
Email,0.1061901687930154,0.44980528679864396,Renouvelable,USA,115.52710000491082,faible
Streaming audio,0.6580531629463792,0.6039265503728308,Renouvelable,UK,661.2668515570058,moyenne
Éducation en ligne,1.0,0.4766421557146731,Non-renouvelable,Canada,2498.5489712823996,élevée
Recherche sur internet,0.04774449837283477,0.6241324552358661,Non-renouvelable,Allemagne,144.32479617987616,faible
Stockage de fichiers,0.9777358197683316,0.9723587869420829,Renouvelable,France,977.4024423791042,élevée
Recherche sur internet,0.4068378112896522,0.4933580794971854,Renouvelable,France,412.8388811156419,faible
E-commerce,0.8711971847733839,0.7665140336039341,Renouvelable,Canada,872.0459158338867,moyenne
Streaming vidéo,0.7827313176341889,0.712801897938559,Renouvelable,UK,784.5616292176908,moyenne
Jeux en ligne,0.5671234918981884,0.2685892254071427,Non-renouvelable,UK,1428.3652459420027,élevée
Applications de messagerie,0.7387463668275657,0.6745067939035498,Renouvelable,Canada,741.0647171588133,moyenne
Streaming vidéo,0.8789678952036866,0.8545781575835016,Non-renouvelable,UK,2199.326014220836,élevée
Applications de messagerie,0.4040671060134274,0.1713850098477375,Renouvelable,France,410.0989184345226,faible
Webinaire,0.32687452065651407,0.8804207035488242,Renouvelable,France,333.76282994760635,faible
Stockage de fichiers,0.6678120435841368,0.8147439236433954,Renouvelable,Allemagne,670.9174517079489,moyenne
Cloud computing,0.8082199825794503,0.5321817065886861,Renouvelable,Canada,809.767482521846,moyenne
Email,0.7626086996326766,0.5739328166579852,Non-renouvelable,USA,1911.655708572124,élevée
Réseaux sociaux,0.7981765749474706,0.2717963491500911,Non-renouvelable,USA,1999.5887809251203,élevée
Streaming vidéo,0.43554493415238676,0.14729368653174885,Non-renouvelable,Allemagne,1103.0687041620092,élevée
Jeux en ligne,0.8182193225950873,0.5179409352867845,Renouvelable,Allemagne,819.6558740132714,moyenne
Éducation en ligne,0.11982127874014946,0.834084570524255,Renouvelable,UK,129.00696481690235,faible
Éducation en ligne,0.5445713715407582,0.8931977333618267,Non-renouvelable,Allemagne,1372.6105174531026,élevée
Recherche sur internet,0.005244086877971427,0.8159117404692455,Non-renouvelable,Allemagne,39.25268473285089,faible
Jeux en ligne,0.32442447765045257,0.2663241553130037,Renouvelable,USA,331.3399716012676,faible
Stockage de fichiers,0.36634657576279606,0.44557750441826377,Renouvelable,UK,372.79691952268394,faible
Webinaire,0.39609064881552347,0.09417721987222569,Non-renouvelable,Allemagne,1005.5274117329071,élevée
Applications de messagerie,0.695716745482944,0.40952575861352863,Renouvelable,Allemagne,698.5125346229636,moyenne
Recherche sur internet,0.3884676224451455,0.45471860117698404,Renouvelable,UK,394.6725202576423,faible
Éducation en ligne,0.4486697665738569,0.23477239433006736,Non-renouvelable,Canada,1135.5167159907633,élevée
Réseaux sociaux,0.23728634710562868,0.9940276291509113,Renouvelable,UK,245.1686895655842,faible
Réseaux sociaux,0.3731443552917789,0.47758501350658866,Non-renouvelable,USA,948.7981842826167,moyenne
Streaming vidéo,0.22700046060556078,0.2982669308812866,Renouvelable,Canada,234.99693099051999,faible
Stockage de fichiers,0.07275606235863767,0.8223442822108065,Non-renouvelable,France,206.159911326898,faible
Cloud computing,0.6035961868454283,0.4807434865916173,Renouvelable,UK,607.4141074475641,moyenne
Éducation en ligne,0.6684321428091351,0.3171582628016064,Non-renouvelable,USA,1678.8266764236653,élevée
Stockage de fichiers,0.6196557117665861,0.9349918650873027,Non-renouvelable,Canada,1558.2386063737958,élevée
Webinaire,0.46348658480193616,0.5399211819134544,Non-renouvelable,UK,1172.1477584064166,élevée
Applications de messagerie,0.37968558269898955,0.5402673655206354,Non-renouvelable,Allemagne,964.9698059435938,élevée
Jeux en ligne,0.8637691637794201,0.9820893205975828,Renouvelable,UK,864.700313076107,moyenne
Éducation en ligne,0.5191359105320519,0.035224483584323146,Renouvelable,France,523.8909672848558,moyenne
Réseaux sociaux,0.47919179882542723,0.7432457507570503,Non-renouvelable,UK,1210.9751471335842,élevée
Jeux en ligne,0.02514952055884566,0.8782101141501242,Renouvelable,Canada,35.38564514837133,faible
Jeux en ligne,0.3411049348246982,0.9825927141820084,Renouvelable,Canada,347.83534934989484,faible
Jeux en ligne,0.3800958753564887,0.30801153704114337,Renouvelable,UK,386.3936625979985,faible
Réseaux sociaux,0.398743674076823,0.4138558682041615,Renouvelable,Canada,404.8345530879315,faible
Webinaire,0.5802941754919815,0.6697762210460735,Renouvelable,Allemagne,584.370645535059,moyenne
Streaming audio,0.5336727593442528,0.6691174268063919,Non-renouvelable,UK,1345.666303149024,élevée
E-commerce,0.6080576235118454,0.7806384051912262,Non-renouvelable,Allemagne,1529.5651046637754,élevée
Applications de messagerie,0.7652097048037471,0.7613450017178506,Non-renouvelable,Allemagne,1918.0860723167675,élevée
Streaming audio,0.8133654736182447,0.5925800911456003,Non-renouvelable,USA,2037.1397033223313,élevée
Applications de messagerie,0.7183977149422046,0.126661384786698,Renouvelable,UK,720.9418454642296,moyenne
Recherche sur internet,0.956061345418366,0.30229448162824507,Renouvelable,Canada,955.9684589953854,élevée
Stockage de fichiers,0.017731828630915488,0.6659101020276669,Non-renouvelable,Allemagne,70.12564212399504,faible
Stockage de fichiers,0.19547393015242048,0.8003485558293438,Renouvelable,USA,203.82020582671066,faible
Email,0.007050300206183618,0.2381351197640483,Renouvelable,UK,17.4872462283607,faible
Stockage de fichiers,0.6476710831566325,0.43167728772180025,Non-renouvelable,UK,1627.4999175326425,élevée
Réseaux sociaux,0.8985045030633391,0.8971277817571692,Renouvelable,France,899.0502434604871,moyenne
Cloud computing,0.24323109156633815,0.7173728483894721,Non-renouvelable,France,627.6186840263407,moyenne
Streaming vidéo,0.9275406317770589,0.8827456823043685,Non-renouvelable,Allemagne,2319.410498370859,élevée
Email,0.059813205651529505,0.9967219106279371,Renouvelable,France,69.66471638666525,faible
Streaming vidéo,0.9349503137198629,0.47585047682670656,Renouvelable,Allemagne,935.0916665374593,moyenne
Applications de messagerie,0.35149128850920086,0.4178108450357934,Non-renouvelable,Canada,895.2661509180951,moyenne
Streaming vidéo,0.10101223676942614,0.5304700879873282,Non-renouvelable,Allemagne,276.01655041181084,faible
Streaming vidéo,0.4858890919496596,0.8418690778629655,Renouvelable,France,491.0130415944624,faible
Email,0.2565400911312142,0.6488771448255702,Non-renouvelable,Canada,660.5220051082572,moyenne
Recherche sur internet,0.28466755266237875,0.5967543980094241,Non-renouvelable,France,730.060432355759,moyenne
Jeux en ligne,0.3071094509810003,0.08450096587638833,Non-renouvelable,Allemagne,785.5426631925593,moyenne
Stockage de fichiers,0.803394598453603,0.6601630922840659,Renouvelable,USA,804.9956388543369,moyenne
Stockage de fichiers,0.5392376476831242,0.2723578420739333,Non-renouvelable,UK,1359.4241597712548,élevée
Réseaux sociaux,0.3111316363671007,0.48518456793089354,Renouvelable,France,318.1946221644437,faible
Email,0.6104890047203112,0.5179544046838118,Non-renouvelable,Allemagne,1535.576113694523,élevée
Réseaux sociaux,0.71642312775958,0.8043407242796334,Renouvelable,Canada,718.9891674809617,moyenne
Cloud computing,0.2724050811548787,0.5075590457153345,Non-renouvelable,France,699.7444018154961,moyenne
Cloud computing,0.41348630966099775,0.8911825507379117,Renouvelable,France,419.413610510098,faible
Réseaux sociaux,0.12150017465871292,0.3121603123613481,Renouvelable,UK,130.66723240357808,faible
Email,0.18082908727024433,0.16962835923243735,Renouvelable,Allemagne,189.33785603933353,faible
Réseaux sociaux,0.6813514954365084,0.16873515727732422,Non-renouvelable,USA,1710.7666885633325,élevée
Stockage de fichiers,0.1811184056056812,0.4310317618433694,Non-renouvelable,Canada,474.0599105466767,faible
Streaming audio,0.5252242467276009,0.01783689927243142,Non-renouvelable,Allemagne,1324.7793745759739,élevée
E-commerce,0.7093108444417754,0.5592481583615101,Renouvelable,Canada,711.9557991052084,moyenne
Streaming vidéo,0.10647437609813079,0.9966847190092795,Non-renouvelable,France,289.520384659491,faible
E-commerce,0.5674197784262733,0.6414044439762544,Renouvelable,UK,571.6390974326144,moyenne
Email,0.256326070265617,0.09111584706725993,Non-renouvelable,UK,659.9928896608753,moyenne
Webinaire,0.9634727265149781,0.5963161400165934,Renouvelable,USA,963.2976064852041,élevée
E-commerce,0.4835604024361568,0.028978905114933156,Renouvelable,UK,488.71019025272545,faible
Cloud computing,0.8063645370823183,0.7673425020390053,Renouvelable,France,807.9326242774066,moyenne
Applications de messagerie,0.5503151721201157,0.6564891634680199,Non-renouvelable,USA,1386.8106918367478,élevée
Streaming vidéo,0.04293967510354273,0.8848814863942002,Non-renouvelable,Allemagne,132.44601881567743,faible
Jeux en ligne,0.6333318760949965,0.1340369853559509,Non-renouvelable,UK,1592.0496545952053,élevée
Webinaire,0.9519364268238741,0.09912531343990508,Renouvelable,USA,951.8893087845905,moyenne
Email,0.6017573786910856,0.34881255203057193,Renouvelable,France,605.5957019448679,moyenne
Streaming vidéo,0.8195754666253078,0.8841511234180746,Non-renouvelable,Canada,2052.492427081306,élevée
E-commerce,0.884665102071704,0.8006042733370873,Non-renouvelable,Canada,2213.410996787309,élevée
Cloud computing,0.22781150283221513,0.6616505559945953,Non-renouvelable,France,589.4974355736078,moyenne
Recherche sur internet,0.21175880605496183,0.038527903464228394,Renouvelable,France,219.92439150914439,faible
Streaming audio,0.6111369272846839,0.5645480645381132,Renouvelable,Canada,614.8711789624818,moyenne
Jeux en ligne,0.41096288539179315,0.27019328986805824,Renouvelable,USA,416.9181851086377,faible
Webinaire,0.8402708125952,0.8412277737358417,Renouvelable,Canada,841.4626898380532,moyenne
Streaming audio,0.9004992850392798,0.5783403250225813,Renouvelable,France,901.022892164031,moyenne
Streaming vidéo,0.3532919733023161,0.9347174512523422,Non-renouvelable,UK,899.7179137742273,moyenne
Cloud computing,0.23661202897079353,0.2371950764730042,Renouvelable,Allemagne,244.50185338473727,faible
Cloud computing,0.7808692882026265,0.20683847318152584,Renouvelable,UK,782.7202600914233,moyenne
E-commerce,0.27458953339622916,0.9390753037801359,Renouvelable,UK,282.05797519265474,faible
Stockage de fichiers,0.8230047207004177,0.35430304012332337,Renouvelable,France,824.3881753285416,moyenne
E-commerce,0.42368675011432877,0.3779882711707258,Renouvelable,Canada,429.50087111227526,faible
Stockage de fichiers,0.6677685091345706,0.9523712069323568,Non-renouvelable,USA,1677.1860007463895,élevée
Stockage de fichiers,0.09512020172708252,0.13186358757590858,Renouvelable,UK,104.5799606963215,faible
Jeux en ligne,0.624029530725652,0.7775969349281366,Renouvelable,Canada,627.6207314298073,moyenne
E-commerce,0.45174722836541586,0.11780575883064726,Renouvelable,USA,457.2500019498569,faible
Éducation en ligne,0.5867373998422413,0.9820119218236195,Non-renouvelable,UK,1476.8559463592985,élevée
Recherche sur internet,0.16767939335555299,0.5315186905976974,Non-renouvelable,USA,440.83516416853695,faible
Webinaire,0.7371691570993439,0.434666287647216,Non-renouvelable,Canada,1848.7625187368508,élevée
Réseaux sociaux,0.8632319972948755,0.8428306319820981,Renouvelable,Allemagne,864.1691067677963,moyenne
Réseaux sociaux,0.21645896767712608,0.14114922905795235,Non-renouvelable,Canada,561.4310052246698,moyenne
E-commerce,0.09529964199036318,0.5067802331170657,Renouvelable,France,104.75740996496012,faible
E-commerce,0.023143821189082543,0.06445528652724568,Renouvelable,USA,33.402200185873035,faible
Streaming audio,0.6421617725599766,0.7837325468277659,Non-renouvelable,Allemagne,1613.8794635970833,élevée
Webinaire,0.6072456682559033,0.06262746924705467,Renouvelable,USA,611.0230957278931,moyenne
Webinaire,0.5467821328356731,0.4349228092980655,Renouvelable,USA,551.2304385869294,moyenne
Jeux en ligne,0.23168311151975352,0.3385333917409276,Renouvelable,UK,239.6276251548157,faible
E-commerce,0.3908181182593857,0.7779503558232725,Non-renouvelable,France,992.4923398661488,élevée
Webinaire,0.5946139884894126,0.36087489965801806,Renouvelable,USA,598.5315718343113,moyenne
Streaming audio,0.4967962620556587,0.7257693086319333,Renouvelable,Canada,501.7991902705777,moyenne
Stockage de fichiers,0.9883589118197299,0.7233980916477877,Non-renouvelable,Canada,2469.769162531846,élevée
Cloud computing,0.1360699575465742,0.01035454870584224,Renouvelable,UK,145.0753550311658,faible
Cloud computing,0.6953937353811509,0.158908126449091,Renouvelable,France,698.1931085071178,moyenne
Stockage de fichiers,0.40424575016345404,0.147045407347737,Non-renouvelable,France,1025.6889510581232,élevée
Email,0.4281530540318807,0.1371550502498975,Renouvelable,Canada,433.91761877635867,faible
Streaming audio,0.7178718223942542,0.04585766787643295,Renouvelable,Allemagne,720.4217880015945,moyenne
Webinaire,0.6926823320801433,0.0,Renouvelable,UK,695.511789811126,moyenne
Éducation en ligne,0.9918332301656831,0.1550279349263274,Renouvelable,UK,991.3434337651665,élevée
Streaming audio,0.12801558105836186,0.7313233240300676,Renouvelable,Canada,137.110346559584,faible
Stockage de fichiers,0.10370403658794164,0.6530978909537719,Non-renouvelable,Canada,282.67138222581167,faible
Recherche sur internet,0.7246203421224409,0.9539768796794845,Non-renouvelable,Allemagne,1817.7385723936343,élevée
Applications de messagerie,0.5785067452091468,0.6049361520425536,Non-renouvelable,Allemagne,1456.5076195908625,élevée
Streaming vidéo,0.2739434494182734,0.24322293319641455,Non-renouvelable,France,703.5476497355195,moyenne
Stockage de fichiers,0.0789864023926092,0.5755668354496034,Renouvelable,UK,88.62517529909674,faible
Éducation en ligne,0.08523219491399583,0.26461836674916506,Renouvelable,UK,94.80166710046623,faible
Webinaire,0.8946605748896496,0.9425783521861333,Renouvelable,Canada,895.2489659174771,moyenne
Éducation en ligne,0.19155893665526913,0.1203331806131551,Renouvelable,France,199.94865147155548,faible
Éducation en ligne,0.32320886460603876,0.9417263625652084,Renouvelable,UK,330.1378464943656,faible
E-commerce,0.22638655619132547,0.7534336408041511,Non-renouvelable,France,585.9745955117953,moyenne
E-commerce,0.3548686446568206,0.665029967398028,Non-renouvelable,France,903.6158569340448,moyenne
Jeux en ligne,0.068979802333506,0.16313932643767215,Renouvelable,Canada,78.72960431863244,faible
Stockage de fichiers,0.5191138919371993,0.7646576692434761,Renouvelable,France,523.8691929991877,moyenne
Jeux en ligne,0.06716651650464438,0.5687255879743615,Renouvelable,Allemagne,76.93643795629276,faible
Stockage de fichiers,0.8007222510868148,0.9694349226082623,Non-renouvelable,Allemagne,2005.8823568603448,élevée
Streaming audio,0.23345005270183417,0.880188306191158,Renouvelable,USA,241.37496109132871,faible
Streaming vidéo,0.5400892280147972,0.07227175855442411,Renouvelable,Canada,544.6117954584655,moyenne
Éducation en ligne,0.8805331536589834,0.7762298916477475,Renouvelable,USA,881.2782966858437,moyenne
Streaming audio,0.6510775077731972,0.6063343558683046,Non-renouvelable,Allemagne,1635.9214883918055,élevée
Applications de messagerie,0.5330272848535742,0.30239178294408453,Renouvelable,USA,537.628208685822,moyenne
Cloud computing,0.3241721215954206,0.4951420709780933,Non-renouvelable,Canada,827.7260389605547,moyenne
Réseaux sociaux,0.33284988479551547,0.1539089697941735,Non-renouvelable,Canada,849.1797348190398,moyenne
Stockage de fichiers,0.6697077110614775,0.9821659152284399,Non-renouvelable,France,1681.9802141155205,élevée
Applications de messagerie,0.9947197921019642,0.7775828624237797,Non-renouvelable,UK,2485.4949190223897,élevée
Cloud computing,0.6620514729273588,0.7224212588096389,Non-renouvelable,France,1663.051994877212,élevée
Webinaire,0.5578804194240725,0.6599353187492598,Non-renouvelable,Canada,1405.5139579908116,élevée
Email,0.7309390278142047,0.615909287832772,Renouvelable,Allemagne,733.3440051368536,moyenne
Streaming vidéo,0.46520004949288063,0.45888466557397023,Renouvelable,Allemagne,470.55355616088104,faible
Jeux en ligne,0.059688019425263264,0.3930504746555202,Renouvelable,France,69.54091917477737,faible
Jeux en ligne,0.5623988182235223,0.26512497690601516,Non-renouvelable,Canada,1416.6846192978267,élevée
Streaming audio,0.9581652622709729,0.16747345674383557,Renouvelable,Allemagne,958.0490316603264,élevée
E-commerce,0.17497620299166905,0.6959315786796734,Non-renouvelable,Canada,458.8747823352076,faible
Cloud computing,0.690248378038218,0.6408881841021309,Non-renouvelable,Allemagne,1732.7621047811476,élevée
Email,0.20063534501400832,0.030225729000958736,Non-renouvelable,Canada,522.3108794311647,moyenne
Applications de messagerie,0.5359003622699615,0.46567565410508016,Renouvelable,USA,540.4694076283505,moyenne
Streaming vidéo,0.09626260177754886,0.08406914102840655,Non-renouvelable,Canada,264.27421287563106,faible
Cloud computing,0.4503489384671435,0.3349710377808545,Non-renouvelable,Canada,1139.6680672390082,élevée
Email,0.7564801115417908,0.840200681953561,Renouvelable,France,758.6016956062937,moyenne
Réseaux sociaux,0.3474356373171902,0.8664664082284746,Renouvelable,USA,354.09580899659227,faible
Stockage de fichiers,0.6651274115564489,0.5915952168763905,Non-renouvelable,UK,1670.6565181058645,élevée
Jeux en ligne,0.7958102682023079,0.31444468189003383,Non-renouvelable,France,1993.7386529545797,élevée
Applications de messagerie,0.9276840651909681,0.15458927486194368,Renouvelable,UK,927.9060412846583,moyenne
Jeux en ligne,0.23438108297264404,0.6990840206914062,Renouvelable,Allemagne,242.295661036899,faible
Applications de messagerie,0.3992373553221854,0.5651785127333044,Renouvelable,UK,405.32275665121506,faible
Streaming audio,0.15206391805624353,0.8497993361396586,Non-renouvelable,Canada,402.22963299278314,faible
E-commerce,0.9930620985505731,0.6155202836051906,Renouvelable,UK,992.5586671367915,élevée
Applications de messagerie,0.9275070177059946,0.5517997828411542,Renouvelable,France,927.7309582450524,moyenne
Jeux en ligne,0.5400343829965396,0.02186525416249601,Renouvelable,France,544.557558977754,moyenne
Streaming audio,0.8424452104049,0.8659718602182163,Non-renouvelable,UK,2109.0324035816425,élevée
Applications de messagerie,0.5210141812584758,0.5587113928381808,Renouvelable,France,525.7483974993219,moyenne
Réseaux sociaux,0.6237555908959908,0.615129671091397,Renouvelable,France,627.3498311227322,moyenne
E-commerce,0.08870221753836875,0.5683046190583122,Renouvelable,UK,98.23318779485646,faible
Applications de messagerie,0.7555862139104442,0.5235536531316649,Renouvelable,USA,757.7177162918399,moyenne
Streaming audio,0.1273340209901873,0.9188503005183305,Renouvelable,USA,136.43634879888248,faible
Webinaire,0.8264618582848093,0.332814325970264,Non-renouvelable,Allemagne,2069.517384875008,élevée
Cloud computing,0.7823735252949708,0.8195402351997964,Non-renouvelable,France,1960.519516984205,élevée
Recherche sur internet,0.7090089463664443,0.44967803115210186,Non-renouvelable,UK,1779.1431269138666,élevée
Email,0.03567948827884494,0.5874396063397838,Renouvelable,France,45.7987767195145,faible
Recherche sur internet,0.3029432314480941,0.10951685272862843,Non-renouvelable,Canada,775.2426809646884,moyenne
Webinaire,0.2628831128342847,0.2993117138119017,Non-renouvelable,France,676.2036105293361,moyenne
Recherche sur internet,0.36001444089811463,0.5289060296459418,Non-renouvelable,France,916.3376084920097,moyenne
Webinaire,0.08721889066068492,0.23634449410251496,Renouvelable,USA,96.76631929620015,faible
Streaming vidéo,0.9374749037860999,0.979403482623171,Renouvelable,UK,937.5882448007522,moyenne
Webinaire,0.5538948321113434,0.1717297862044827,Non-renouvelable,France,1395.6605457631313,élevée
Webinaire,0.3053418405845273,0.3065695074161093,Non-renouvelable,USA,781.1726688786083,moyenne
Éducation en ligne,0.3969003703598902,0.8754945228807863,Renouvelable,Allemagne,403.0117019035406,faible
Webinaire,0.4471770325201934,0.4351638511941224,Renouvelable,USA,452.73051509978734,faible
Réseaux sociaux,0.6007387646549012,0.11760170751747151,Non-renouvelable,USA,1511.470975067528,élevée
Cloud computing,0.5157297836978992,0.2981032877591929,Renouvelable,USA,520.5226334195328,moyenne
Stockage de fichiers,0.9198895931639184,0.5201975618783093,Non-renouvelable,France,2300.4951337056827,élevée
Applications de messagerie,0.49699310393762935,0.33933753484703894,Renouvelable,France,501.993848076772,moyenne
Email,0.9927362506154942,0.8558887098106865,Non-renouvelable,Allemagne,2480.591086687699,élevée
E-commerce,0.8518472785838389,0.8052751385689347,Non-renouvelable,Canada,2132.276770419112,élevée
Cloud computing,0.20822056490516944,0.04472684163346393,Renouvelable,Canada,216.42540921376246,faible
Jeux en ligne,0.9311052464098173,0.5947257459884818,Non-renouvelable,Canada,2328.2231562436928,élevée
Stockage de fichiers,0.1159743640621776,0.9793140217026162,Non-renouvelable,Allemagne,313.0068347665533,faible
Streaming vidéo,0.8178343889239389,0.15496702108603946,Non-renouvelable,Canada,2048.1880285156994,élevée
Streaming vidéo,0.3805240238582755,0.7119163353429538,Renouvelable,Canada,386.81706054181427,faible
Webinaire,0.8784260547189723,0.7496101413703683,Renouvelable,USA,879.1945772406189,moyenne
Cloud computing,0.8684974368642451,0.42336948425678783,Renouvelable,France,869.3761232063758,moyenne
Streaming audio,0.8062973130312027,0.9466732499182287,Non-renouvelable,France,2019.6653652911123,élevée
Éducation en ligne,0.7903847395517145,0.9190209798926026,Renouvelable,USA,792.1301319439908,moyenne
Recherche sur internet,0.3044957326781938,0.321992168048218,Non-renouvelable,USA,779.080869267651,moyenne
Jeux en ligne,0.08048797817555388,0.11521038695567301,Non-renouvelable,USA,225.27522555184913,faible
Streaming vidéo,0.4029056778316362,0.5860068243604699,Renouvelable,France,408.9503769775099,faible
Email,0.17319580534127788,0.7371201906462476,Renouvelable,Canada,181.7892698366436,faible
Streaming vidéo,0.6952000559003844,0.3060373657156401,Non-renouvelable,USA,1745.0039450335928,élevée
E-commerce,0.3459622090447915,0.44433047949646165,Non-renouvelable,Allemagne,881.5968231810192,moyenne
Applications de messagerie,0.9761701037053306,0.8474948630333202,Renouvelable,USA,975.8540988513158,élevée
Streaming vidéo,0.641161242223921,0.613857516697529,Renouvelable,UK,644.5623565718788,moyenne
E-commerce,0.8228708176371115,0.22643664689211754,Renouvelable,USA,824.2557579980174,moyenne
Cloud computing,0.13215054030379786,0.7225927423270172,Non-renouvelable,France,352.99856503607487,faible
Cloud computing,0.8624485350047668,0.28138093083183174,Non-renouvelable,USA,2158.485843624741,élevée
Éducation en ligne,0.9232585387106105,0.5381623199046125,Non-renouvelable,UK,2308.824046520651,élevée
Stockage de fichiers,0.4870805701330608,0.8252295476755338,Non-renouvelable,Allemagne,1230.4782490768664,élevée
Streaming vidéo,0.6064036380843795,0.081215036109041,Non-renouvelable,Canada,1525.4760209336691,élevée
Email,0.7651361627792428,0.17931345880244193,Renouvelable,USA,767.1617028939655,moyenne
Streaming vidéo,0.174511373490285,0.06511749837512834,Renouvelable,UK,183.09024098780844,faible
Email,0.5026019044812318,0.24394666199191473,Non-renouvelable,UK,1268.85103924702,élevée
Réseaux sociaux,0.39858374396538193,0.6578883724726535,Non-renouvelable,Allemagne,1011.690993736475,élevée
Webinaire,0.14601520307022836,0.11566291848863715,Renouvelable,France,154.91025224062662,faible
Stockage de fichiers,0.3674206518105032,0.8081254238085464,Renouvelable,USA,373.85907806861616,faible
Réseaux sociaux,0.0677268824275579,0.9524849931818715,Renouvelable,UK,77.49058629163864,faible
Streaming vidéo,0.02531954986503688,0.952426893842455,Renouvelable,Allemagne,35.553787879992115,faible
Stockage de fichiers,0.13479508330352147,0.292483131590581,Non-renouvelable,Canada,359.5365656581863,faible
Réseaux sociaux,0.9636611714093452,0.2301642522604965,Renouvelable,UK,963.4839604732821,élevée
Recherche sur internet,0.5496173936614851,0.7746167805768882,Non-renouvelable,Allemagne,1385.085601340167,élevée
Streaming vidéo,0.9663712200520406,0.07981160535310024,Renouvelable,France,966.1639395416878,élevée
Réseaux sociaux,0.4324560793846743,0.47528657147354597,Renouvelable,France,438.17289954683065,faible
Recherche sur internet,0.3116406335787442,0.7355619623423804,Renouvelable,UK,318.69797175440704,faible
Recherche sur internet,0.5061816523904412,0.83321348250456,Non-renouvelable,UK,1277.7011105296042,élevée
